Training: epoch:0, step:0/56, loss: 1.384, time:0.247 min
Training: epoch:0, step:1/56, loss: 1.387, time:0.450 min
Training: epoch:0, step:2/56, loss: 1.367, time:0.654 min
Training: epoch:0, step:3/56, loss: 1.352, time:0.858 min
Training: epoch:0, step:4/56, loss: 1.350, time:1.063 min
Training: epoch:0, step:5/56, loss: 1.349, time:1.270 min
Training: epoch:0, step:6/56, loss: 1.365, time:1.479 min
Training: epoch:0, step:7/56, loss: 1.349, time:1.690 min
Training: epoch:0, step:8/56, loss: 1.348, time:1.900 min
Training: epoch:0, step:9/56, loss: 1.334, time:2.107 min
Training: epoch:0, step:10/56, loss: 1.348, time:2.318 min
Training: epoch:0, step:11/56, loss: 1.341, time:2.525 min
Training: epoch:0, step:12/56, loss: 1.360, time:2.734 min
Training: epoch:0, step:13/56, loss: 1.327, time:2.942 min
Training: epoch:0, step:14/56, loss: 1.355, time:3.149 min
Training: epoch:0, step:15/56, loss: 1.325, time:3.361 min
Training: epoch:0, step:16/56, loss: 1.348, time:3.575 min
Training: epoch:0, step:17/56, loss: 1.305, time:3.786 min
Training: epoch:0, step:18/56, loss: 1.314, time:3.998 min
Training: epoch:0, step:19/56, loss: 1.311, time:4.208 min
Training: epoch:0, step:20/56, loss: 1.318, time:4.417 min
Training: epoch:0, step:21/56, loss: 1.295, time:4.627 min
Training: epoch:0, step:22/56, loss: 1.313, time:4.840 min
Training: epoch:0, step:23/56, loss: 1.277, time:5.051 min
Training: epoch:0, step:24/56, loss: 1.284, time:5.262 min
Training: epoch:0, step:25/56, loss: 1.301, time:5.471 min
Training: epoch:0, step:26/56, loss: 1.298, time:5.680 min
Training: epoch:0, step:27/56, loss: 1.300, time:5.889 min
Training: epoch:0, step:28/56, loss: 1.279, time:6.096 min
Training: epoch:0, step:29/56, loss: 1.311, time:6.304 min
Training: epoch:0, step:30/56, loss: 1.302, time:6.512 min
Training: epoch:0, step:31/56, loss: 1.319, time:6.719 min
Training: epoch:0, step:32/56, loss: 1.279, time:6.927 min
Training: epoch:0, step:33/56, loss: 1.283, time:7.135 min
Training: epoch:0, step:34/56, loss: 1.288, time:7.342 min
Training: epoch:0, step:35/56, loss: 1.296, time:7.550 min
Training: epoch:0, step:36/56, loss: 1.261, time:7.758 min
Training: epoch:0, step:37/56, loss: 1.305, time:7.965 min
Training: epoch:0, step:38/56, loss: 1.283, time:8.173 min
Training: epoch:0, step:39/56, loss: 1.290, time:8.380 min
Training: epoch:0, step:40/56, loss: 1.244, time:8.588 min
Training: epoch:0, step:41/56, loss: 1.300, time:8.796 min
Training: epoch:0, step:42/56, loss: 1.289, time:9.003 min
Training: epoch:0, step:43/56, loss: 1.255, time:9.211 min
Training: epoch:0, step:44/56, loss: 1.248, time:9.419 min
Training: epoch:0, step:45/56, loss: 1.248, time:9.626 min
Training: epoch:0, step:46/56, loss: 1.247, time:9.834 min
Training: epoch:0, step:47/56, loss: 1.252, time:10.041 min
Training: epoch:0, step:48/56, loss: 1.249, time:10.249 min
Training: epoch:0, step:49/56, loss: 1.285, time:10.457 min
Training: epoch:0, step:50/56, loss: 1.281, time:10.664 min
Training: epoch:0, step:51/56, loss: 1.263, time:10.872 min
Training: epoch:0, step:52/56, loss: 1.269, time:11.081 min
Training: epoch:0, step:53/56, loss: 1.212, time:11.290 min
Training: epoch:0, step:54/56, loss: 1.262, time:11.498 min
Training: epoch:0, step:55/56, loss: 0.628, time:11.695 min
Training: epoch:1, step:0/56, loss: 1.241, time:16.586 min
Training: epoch:1, step:1/56, loss: 1.252, time:16.792 min
Training: epoch:1, step:2/56, loss: 1.230, time:16.998 min
Training: epoch:1, step:3/56, loss: 1.243, time:17.204 min
Training: epoch:1, step:4/56, loss: 1.267, time:17.412 min
Training: epoch:1, step:5/56, loss: 1.243, time:17.620 min
Training: epoch:1, step:6/56, loss: 1.226, time:17.828 min
Training: epoch:1, step:7/56, loss: 1.197, time:18.035 min
Training: epoch:1, step:8/56, loss: 1.247, time:18.243 min
Training: epoch:1, step:9/56, loss: 1.216, time:18.451 min
Training: epoch:1, step:10/56, loss: 1.209, time:18.658 min
